sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
659,1,1,1002,-6,-2,2
660,1,-4,1009,0,0,0
661,3,-7,1008,-2,-4,0
662,-5,-1,1007,-2,-2,0
663,-4,-4,1009,-2,-4,0
664,-1,2,1007,0,0,0
665,0,7,1001,2,-2,2
666,5,-13,986,0,-2,0
667,1,1,990,-2,-6,2
668,2,-12,996,0,2,-1
669,-1,-1,993,-2,-2,0
670,3,-6,1006,0,0,0
671,2,-6,1006,-4,-6,2
672,-1,1,998,0,4,0
673,2,-1,1010,0,2,-3
674,-1,12,985,0,0,-3
675,0,-3,1001,2,2,-1
676,1,-3,996,2,0,0
677,-1,-8,1006,-2,-4,0
678,0,1,1008,-2,-2,-3
679,5,1,1002,-2,-2,0
680,4,-3,1001,-2,-4,-1
681,-6,-2,1006,0,0,-1
682,1,2,1016,0,-2,2
683,-2,3,1003,-2,-2,-3
684,8,-5,1015,-2,-4,-1
685,2,-2,1000,2,0,0
686,-9,3,1000,0,0,0
687,0,5,1006,-2,-4,0
688,0,-7,1007,-2,-4,-1
689,-6,3,998,4,0,-1
690,6,2,1010,-4,-4,0
691,5,-6,1000,-2,-2,-1
692,0,-3,999,-2,-4,0
693,7,-10,1012,0,0,-1
694,2,-2,996,-2,-2,-1
695,-3,0,994,-2,-4,-1
696,-2,-7,988,-2,-2,-1
697,6,-11,994,0,2,0
698,-2,7,1001,2,0,-1
699,3,2,1003,2,0,-1
700,6,1,1006,0,2,4
701,1,-4,1000,-2,-4,0
702,9,-11,1002,-2,-2,-3
703,-1,1,1008,-2,-4,-1
704,-3,0,993,4,-2,-1
705,5,-6,1012,0,0,-1
706,1,-2,990,-2,-4,2
707,8,-3,994,-2,-2,-1
708,4,5,1009,-4,-6,-1
709,0,2,1004,-2,-4,-1
710,-3,-7,983,-2,-6,0
711,-7,1,1012,-2,-2,-1
712,-3,0,993,0,2,-1
713,-1,1,1006,-2,-2,-1
714,-1,-5,1001,-2,-2,0
715,-4,0,994,-2,-4,0
716,1,8,1007,0,0,-1
717,-1,-1,1000,0,4,0
718,5,-6,1003,-6,-2,0
719,1,-10,1003,-2,0,0
720,-4,-8,1001,-2,-2,-1
721,1,1,1001,-4,-2,0
722,-7,2,992,-2,-2,-1
723,-5,-2,999,-2,-2,-1
724,-1,-4,1001,2,-2,0
725,0,2,1002,-2,-4,-3
726,10,6,1011,-2,-6,2
727,2,-3,997,2,0,2
728,0,-6,997,0,2,-1
729,-2,-3,998,0,0,4
730,2,-5,987,-2,-2,2
731,4,-9,1002,-2,-2,-3
732,11,-8,1012,0,2,-1
733,1,-1,1001,2,2,-3
734,4,-1,1009,-2,-6,-5
735,8,-11,993,-2,-2,2
736,-2,-3,1008,-2,-4,-3
737,-11,3,1003,0,-2,-1
738,1,-2,998,-2,-4,-1
739,5,-5,1001,0,0,-3
740,4,7,996,0,2,0
741,-5,-10,1001,-2,-2,-1
742,-2,-4,1008,0,0,0
743,-4,-1,1004,-2,-4,-1
744,-2,-7,996,0,0,-3
745,8,3,992,0,0,-3
746,-7,2,997,-2,-6,0
747,-6,-11,1016,-2,-2,-3
748,1,-3,1000,0,0,0
749,2,-7,1001,-2,-2,0
750,-2,-5,1003,0,0,0
751,4,6,1004,2,0,2
752,13,5,987,-2,-2,2
753,11,-6,1003,0,2,0
754,1,0,1000,-2,-2,0
755,-1,0,1000,0,0,0
756,3,-2,1004,2,0,0
757,1,-9,1005,-2,0,-3
758,6,2,994,2,0,-1
759,4,-2,1004,-4,-2,-1
760,8,0,1009,-2,-4,0
761,1,-5,999,-2,-2,0
762,-6,-2,993,0,0,2
763,4,3,1002,-2,-4,-1
764,9,-8,995,-2,-2,-3
765,1,7,996,-2,0,0
766,-2,-4,1002,0,2,-1
767,6,-3,1003,-4,-4,-1
768,8,-1,984,-2,-2,0
769,-2,2,999,2,0,2
770,10,3,1008,0,-2,2
